"","clusterID_seq","window_type","watershed","year","catchment_km2","TO","Nhat","t","surveyPeriod","SWA","VA","NDVI","riparian_area_m2","dam_km","clusterID_unique","clusterID_num","stream","sampleEvent","year_id","damPresence","sampleEvent_new","logSWA","y","y_veg","dam_km_std"
"802",3,"dammed","BRZ",2019,288.19574,43.6555662544137,3.5217874629519,7,"197",164.723263677195,27814.4427658679,0.61639378369105,6470.4373159688,10.0622498941483,"2019.BRZ.3",28,1,3,1,1,3,5.11031931093994,1,1,2.25787645769112
"803",3,"dammed","BRZ",2019,288.19574,43.6555662544137,3.5217874629519,8,"198",4627.06278727218,21104.0242914836,0.627088968166145,6470.4373159688,10.0622498941483,"2019.BRZ.3",28,1,4,1,1,4,8.43989365504785,1,1,2.25787645769112
"804",3,"undammed","BRZ",2019,231.1337,34.1237329752604,0,5,"195",0,36252.8943521836,0.392759674066216,29294.9488676414,0,"2019.BRZ.3",28,1,1,1,0,1,0,0,1,-0.939641437061175
"805",3,"undammed","BRZ",2019,231.1337,34.1237329752604,0,6,"196",0,37388.3365225698,0.41161816739689,29294.9488676414,0,"2019.BRZ.3",28,1,2,1,0,2,0,0,1,-0.939641437061175
"806",3,"undammed","BRZ",2019,231.1337,34.1237329752604,0,7,"197",0,37521.5056266336,0.445203289296598,29294.9488676414,0,"2019.BRZ.3",28,1,3,1,0,3,0,0,1,-0.939641437061175
"807",3,"undammed","BRZ",2019,231.1337,34.1237329752604,0,8,"198",157.554583050457,37515.7545757518,0.47205820189714,29294.9488676414,0,"2019.BRZ.3",28,1,4,1,0,4,5.0660989065928,1,1,-0.939641437061175
"808",9,"dammed","BRZ",2019,217.81577,36.2792295841673,1.3356364099191,5,"195",1048.34054523519,10114.6533209408,0.380847465351458,17737.0364759937,5.3425456396764,"2019.BRZ.9",82,1,1,1,1,1,6.95591719368723,1,1,0.75807880106675
"809",9,"dammed","BRZ",2019,217.81577,36.2792295841673,1.3356364099191,6,"196",501.665443487728,14043.746691715,0.365916222473959,17737.0364759937,5.3425456396764,"2019.BRZ.9",82,1,2,1,1,2,6.21992482651698,1,1,0.75807880106675
"810",9,"dammed","BRZ",2019,217.81577,36.2792295841673,1.3356364099191,7,"197",68.6546337962151,24855.1936496809,0.388597852061186,17737.0364759937,5.3425456396764,"2019.BRZ.9",82,1,3,1,1,3,4.24354922775028,1,1,0.75807880106675
"811",9,"dammed","BRZ",2019,217.81577,36.2792295841673,1.3356364099191,8,"198",242.515722741566,28349.0469658945,0.463763481379652,17737.0364759937,5.3425456396764,"2019.BRZ.9",82,1,4,1,1,4,5.49518151021866,1,1,0.75807880106675
