system:index,FID_Braz_1,FID_Brazil,Id,Input_FID,ORIG_FID,Shape_Area,Shape_Le_1,Shape_Leng,gridcode,.geo
0000000000000000110d,0,4356,2,2074,1,1372.78111422,170.829094715,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76136151924453,48.17094497979031],[-106.76117636988954,48.17099693701471],[-106.7610452184115,48.17106591603847],[-106.76098682031002,48.171115898203524],[-106.76097363500575,48.17112060026685],[-106.7609477195666,48.17114334575354],[-106.76091541736182,48.171175077220916],[-106.76163395230681,48.171490091998805],[-106.76136151924453,48.17094497979031]]]}"
0000000000000000110e,0,4357,2,2070,1,363.020686042,92.5152182848,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76171149920812,48.171609463110265],[-106.76167675383637,48.171569834809176],[-106.76163665530736,48.17157045698989],[-106.76151067457674,48.17159469211344],[-106.76121586908444,48.17176004790012],[-106.76124958083307,48.17176841199368],[-106.76135630761539,48.17176678357792],[-106.7617327410713,48.17164487549833],[-106.76171149920812,48.171609463110265]]]}"
0000000000000000110f,0,4358,2,2076,1,1034.87353108,169.207286841,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76215143983424,48.17100426956535],[-106.76210396464431,48.17098268539182],[-106.7619688371705,48.1709356293657],[-106.7618481098676,48.17091962975517],[-106.76165455790753,48.17150766807459],[-106.76167611771476,48.17155199854148],[-106.76216498663565,48.171008556864315],[-106.76215143983424,48.17100426956535]]]}"
00000000000000001110,0,4359,2,2072,1,959.939035743,163.224998067,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76081256406195,48.17129275720458],[-106.76080640118427,48.171306309464875],[-106.76077459717887,48.1713514538867],[-106.76070545420573,48.171477498387],[-106.76070616903598,48.17149984462807],[-106.76151067457674,48.17159469211344],[-106.76163665530736,48.17157045698989],[-106.76081256406195,48.17129275720458]]]}"
00000000000000001111,0,4360,2,2068,1,503.000293583,110.731015252,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76135630761539,48.17176678357792],[-106.76124958083307,48.17176841199368],[-106.7616803654863,48.172065530765174],[-106.76171280554287,48.172038221861186],[-106.76180895452823,48.17192060721241],[-106.76180863644073,48.17191168901966],[-106.76135630761539,48.17176678357792]]]}"
00000000000000001112,0,4361,2,2069,1,512.199112453,99.2321952982,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76181036796703,48.17176875686199],[-106.76178161162548,48.17170671420326],[-106.7617327410713,48.17164487549833],[-106.76135630761539,48.17176678357792],[-106.76180863644073,48.17191168901966],[-106.76181502317445,48.17190270285801],[-106.76182019561043,48.17185795729942],[-106.76181036796703,48.17176875686199]]]}"
00000000000000001113,0,4362,2,2071,1,1191.47378588,153.248061386,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76070616903598,48.17149984462807],[-106.76069106732083,48.17164298339999],[-106.76070061017504,48.17172770415941],[-106.7609954725983,48.17175896402845],[-106.76121586908444,48.17176004790012],[-106.76151067457674,48.17159469211344],[-106.76070616903598,48.17149984462807]]]}"
00000000000000001114,0,4363,2,2065,1,687.907402027,176.146840072,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76149240613249,48.172037139194444],[-106.76060169071224,48.17195698511511],[-106.7605828328861,48.171993019757394],[-106.76164402486825,48.172173258367636],[-106.76166781591523,48.172088069460656],[-106.76149240613249,48.172037139194444]]]}"
00000000000000001115,0,4364,2,2066,1,1160.94453959,163.937815009,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.7609954725983,48.17175896402845],[-106.76070061017504,48.17172770415941],[-106.76070092799422,48.171736622331515],[-106.76066898622926,48.171777343749106],[-106.76061877896024,48.17187186465099],[-106.76060169071224,48.17195698511511],[-106.76149240613249,48.172037139194444],[-106.7609954725983,48.17175896402845]]]}"
00000000000000001116,0,4365,2,2064,1,739.439418836,180.446532954,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.7605828328861,48.171993019757394],[-106.76055166356772,48.172056001168286],[-106.76151308578088,48.172251173098886],[-106.76163970487585,48.172244774110126],[-106.76163948822833,48.1722358406852],[-106.76164402486825,48.172173258367636],[-106.7605828328861,48.171993019757394]]]}"
00000000000000001117,0,4366,2,2084,1,799.455500453,156.693447734,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76186281726565,48.17193320572423],[-106.7624984780193,48.17216909641988],[-106.76257205163341,48.17217242931482],[-106.76265016029414,48.17211317990034],[-106.76273365710814,48.17201811816086],[-106.7627594351493,48.17199094845541],[-106.76186281726565,48.17193320572423]],[[-106.76237557628981,48.17209058301289],[-106.76234880729962,48.17208655946939],[-106.7623558664668,48.1720998482224],[-106.76237557628981,48.17209058301289]]]}"
00000000000000001118,0,4367,2,2060,1,693.849279535,140.897786462,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76176375636189,48.172551083767885],[-106.76172694318608,48.17244892494562],[-106.76169151766953,48.172391388006545],[-106.76099914587685,48.17245112046025],[-106.76096606941978,48.17246059276522],[-106.76097975369343,48.17246930375096],[-106.76177195024182,48.172595622494725],[-106.76176375636189,48.172551083767885]]]}"
00000000000000001119,0,4368,2,2067,1,488.095750597,130.445475612,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76124958083307,48.17176841199368],[-106.76121586908444,48.17176004790012],[-106.7609954725983,48.17175896402845],[-106.76149240613249,48.172037139194444],[-106.76166781591523,48.172088069460656],[-106.7616803654863,48.172065530765174],[-106.76124958083307,48.17176841199368]]]}"
0000000000000000111a,0,4369,2,2062,1,958.603053802,147.51643372,50491.4272148,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.760507536067,48.17232914139363],[-106.76050089887887,48.17232924307409]]},{""type"":""Polygon"",""coordinates"":[[[-106.76051104134612,48.17223531560941],[-106.760507536067,48.17232914139363],[-106.76050753526492,48.17232916286264],[-106.76071084556607,48.172415369032606],[-106.76076466463543,48.172427896804734],[-106.76096606941978,48.17246059276522],[-106.76099914587685,48.17245112046025],[-106.76136055064934,48.17228031802472],[-106.76051104134612,48.17223531560941]]]}]}"
0000000000000000111b,0,4370,2,2089,1,789.442574134,193.301827476,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76199185484774,48.1725832912337],[-106.76205844903241,48.17257784570197],[-106.76256021837037,48.172217314665744],[-106.76256652563391,48.17220381837036],[-106.76257236990362,48.172181347544466],[-106.76176375636189,48.172551083767885],[-106.76177195024182,48.172595622494725],[-106.76180868436087,48.17269327149889],[-106.761828119773,48.17267515944682],[-106.76191537848085,48.1726872037537],[-106.7620455379729,48.17259139488058],[-106.76195249269676,48.172601735024635],[-106.76194565034528,48.172597379595395],[-106.76199185484774,48.1725832912337]],[[-106.76194565034528,48.172597379595395],[-106.76193848988741,48.1725841058606],[-106.76191207482327,48.172593439056435],[-106.76194565034528,48.172597379595395]]]}"
0000000000000000111c,0,4371,2,2085,1,549.34652234,133.726745953,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76186281726565,48.17193320572423],[-106.76180895452823,48.17192060721241],[-106.76171280554287,48.172038221861186],[-106.76237870045205,48.17217985191303],[-106.7624984780193,48.17216909641988],[-106.76186281726565,48.17193320572423]]]}"
0000000000000000111d,0,4372,2,2086,1,623.228781445,130.073888944,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76171280554287,48.172038221861186],[-106.7616803654863,48.172065530765174],[-106.76166781591523,48.172088069460656],[-106.76164402486825,48.172173258367636],[-106.76163948822833,48.1722358406852],[-106.76235214821948,48.172184761774],[-106.76237870045205,48.17217985191303],[-106.76171280554287,48.172038221861186]]]}"
0000000000000000111e,0,4373,2,2087,1,661.275284999,133.152726399,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76163948822833,48.1722358406852],[-106.76163970487585,48.172244774110126],[-106.76169151766953,48.172391388006545],[-106.76172694318608,48.17244892494562],[-106.76235214821948,48.172184761774],[-106.76163948822833,48.1722358406852]]]}"
0000000000000000111f,0,4374,2,2040,1,817.370393738,141.992186987,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.75885526099896,48.17243484837768],[-106.75880873980553,48.172440016868435],[-106.75864329470396,48.17248270628443],[-106.75859082565351,48.172510360620684],[-106.75881947091482,48.17294899619324],[-106.75883985930592,48.1729576398175],[-106.75893367480451,48.17296956289868],[-106.75885526099896,48.17243484837768]]]}"
00000000000000001120,0,4375,2,2059,1,743.666638439,221.854908079,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.76169345896126,48.17283798983365],[-106.76171380531204,48.17284656131865],[-106.76172032961024,48.17284199843383],[-106.76169345896126,48.17283798983365]]],[[[-106.76156536925632,48.17260767437305],[-106.76165217206405,48.172606377186995],[-106.76169951136974,48.17262353879278],[-106.76175364974064,48.17264498434667],[-106.76174046385312,48.172649686665864],[-106.76168709894468,48.17265050115324],[-106.76163395070475,48.17266024910579],[-106.76150796619018,48.172684484821694],[-106.76146062700192,48.17266732309902],[-106.76138776864026,48.17268633605168],[-106.7616323987824,48.172807678613765],[-106.76165934866933,48.17281619731911],[-106.76166587296446,48.1728116344407],[-106.76166515760211,48.172789287664926],[-106.76178294868271,48.17272051281597],[-106.76180868436087,48.17269327149889],[-106.76177195024182,48.172595622494725],[-106.76097975369343,48.17246930375096],[-106.76100046072065,48.17248686511675],[-106.7613402130041,48.172660240766895],[-106.7614397822236,48.17264533836283],[-106.7614729022315,48.17263593733667],[-106.76147942650162,48.17263137448709],[-106.76156536925632,48.17260767437305]],[[-106.76164566400921,48.17280748638241],[-106.76163203742894,48.17279868878867],[-106.7616323987824,48.172807678613765],[-106.76164566400921,48.17280748638241]],[[-106.76147240357943,48.17262252412148],[-106.76145921770684,48.17262722639982],[-106.76147942650162,48.17263137448709],[-106.76147240357943,48.17262252412148]]]]}"
00000000000000001121,0,4376,2,2063,1,892.419470477,170.808639417,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76055166356772,48.172056001168286],[-106.76053887485543,48.17207413152441],[-106.76051603482723,48.17218607493313],[-106.76051104134612,48.17223531560941],[-106.76136055064934,48.17228031802472],[-106.76151308578088,48.172251173098886],[-106.76055166356772,48.172056001168286]]]}"
00000000000000001122,0,4377,2,2055,1,861.6566061,222.111656038,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.76093236099376,48.172840724136755],[-106.76085992168423,48.17286863994421],[-106.76084003081013,48.17287341006948],[-106.76105686227497,48.173160380172106],[-106.7610637045496,48.173164735712845],[-106.76108341500009,48.17315547056493],[-106.76109011999452,48.17315540263899],[-106.76093236099376,48.172840724136755]]],[[[-106.76071084556607,48.172415369032606],[-106.76050093185682,48.17232921556759],[-106.76043473596404,48.17234808829294],[-106.76081208451687,48.172838064552906],[-106.76083197536875,48.172833294437176],[-106.76088470434487,48.17281464371631],[-106.76091111952174,48.17280531076019],[-106.76071084556607,48.172415369032606]]]]}"
00000000000000001123,0,4378,2,2061,1,592.873233355,122.726468295,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76163970487585,48.172244774110126],[-106.76151308578088,48.172251173098886],[-106.76136055064934,48.17228031802472],[-106.76099914587685,48.17245112046025],[-106.76169151766953,48.172391388006545],[-106.76163970487585,48.172244774110126]]]}"
00000000000000001124,0,4379,2,2057,1,634.773984463,187.836483986,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.76117605785649,48.1727432048615],[-106.76107752146098,48.17278937214531],[-106.76133485214028,48.17308914762075],[-106.76137427293745,48.17307061724073],[-106.76138750229502,48.17306598641139],[-106.76117605785649,48.1727432048615]]],[[[-106.76100046072065,48.17248686511675],[-106.76097975369343,48.17246930375096],[-106.76096606941978,48.17246059276522],[-106.76076466463543,48.172427896804734],[-106.76104957492012,48.17275402676015],[-106.76110226790524,48.172730937346756],[-106.76114829183793,48.17271235444525],[-106.76100046072065,48.17248686511675]]]]}"
00000000000000001125,0,4380,2,2049,1,921.370912331,195.45018444,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.76007351287889,48.17310842648895],[-106.76019607918842,48.17239643550514],[-106.76018253242833,48.172392147815586],[-106.75998873010546,48.172386223861515],[-106.75996883958301,48.17239099375443],[-106.75999423102587,48.173131986185176],[-106.7600683023367,48.17314873443008],[-106.76006730609174,48.17312190770125],[-106.76007351287889,48.17310842648895]],[[-106.76006730609174,48.17312190770125],[-106.76004741515611,48.173126677687314],[-106.76006127978002,48.17313988386565],[-106.76006730609174,48.17312190770125]]]}"
00000000000000001126,0,4381,2,2054,1,868.60384008,222.575350029,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.76084003081013,48.17287341006948],[-106.76075372653338,48.17288811981645],[-106.76074720217929,48.172892682641205],[-106.76105686227497,48.173160380172106],[-106.76084003081013,48.17287341006948]]],[[[-106.76043473596404,48.17234808829294],[-106.76042155021739,48.17235279040163],[-106.76030330477334,48.17240822139659],[-106.76038201733954,48.17256328417824],[-106.76042410195251,48.17262068249148],[-106.76071291220443,48.17286639482413],[-106.7607525133516,48.17285235970321],[-106.76077914497586,48.17285196031132],[-106.76081208451687,48.172838064552906],[-106.76043473596404,48.17234808829294]]]]}"
00000000000000001127,0,4382,2,2043,1,834.626663021,159.075410853,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.75922144926393,48.17240242504521],[-106.75916156185498,48.17240780076223],[-106.75918849864543,48.17300136338664],[-106.75928906289178,48.17301328980875],[-106.75939572017603,48.172422110145455],[-106.75939522228424,48.17240869695464],[-106.75922144926393,48.17240242504521]]]}"
00000000000000001128,0,4383,2,2047,1,741.474469454,174.259319104,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.75980212349755,48.17239801195321],[-106.75976230673808,48.17240311307912],[-106.75972883385371,48.17239915658869],[-106.75970894334972,48.172403926428665],[-106.75968887240556,48.17240420137659],[-106.75973230176626,48.17308682714531],[-106.7598798442109,48.17310692578849],[-106.75980212349755,48.17239801195321]]]}"
00000000000000001129,0,4384,2,2045,1,754.194949008,165.300310544,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.75954875197368,48.17240638146896],[-106.75950223054446,48.17241155029773],[-106.75939522228424,48.17240869695464],[-106.75939572017603,48.172422110145455],[-106.75947031584988,48.17304175405172],[-106.75950396959409,48.17305020561288],[-106.75959806806856,48.17306660781026],[-106.75954875197368,48.17240638146896]]]}"
0000000000000000112a,0,4385,2,2041,1,540.067817948,142.776321556,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.75894170011121,48.17242456392511],[-106.75885526099896,48.17243484837768],[-106.75893367480451,48.17296956289868],[-106.75897430701853,48.17298679379012],[-106.75908153240853,48.172998581177964],[-106.75894170011121,48.17242456392511]]]}"
0000000000000000112b,0,4386,2,2037,1,566.240785449,129.078011057,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.75893367480451,48.17296956289868],[-106.75883985930592,48.1729576398175],[-106.7583645152393,48.17331326349205],[-106.7585193515596,48.17335106207536],[-106.75897430701853,48.17298679379012],[-106.75893367480451,48.17296956289868]]]}"
0000000000000000112c,0,4387,2,2042,1,789.2271676,155.25542301,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.75916156185498,48.17240780076223],[-106.75906157616208,48.17241379755532],[-106.75894170011121,48.17242456392511],[-106.75908153240853,48.172998581177964],[-106.75908837426793,48.17300293685613],[-106.75913531509639,48.173006671383106],[-106.75918849864543,48.17300136338664],[-106.75916156185498,48.17240780076223]]]}"
